,,,
,,,
1,"холодной, ненастной погоде. Снимая на день рогожи, следует рассаду хорошенько спрыскивать из",лейки,", а если стоит сухая и ветреная погода, то, накладывая вечером рогожи, нужно"
1,"-- Ты забыла, как в его руках обыкновенная",лейка,"превратилась в родник. Дело в том, что к его душевному складу присоединяется"
1,"Инкиными трясущимися руками, они вскоре уже по локоть были разукрашены землей. Из",лейки,-куропатки место захоронения фасолины окроплено несколькими каплями влаги. Все это Инка проделала
1,исправление. Они занимались в полутьме стеклянной террасы. Глаз различал валявшиеся в беспорядке,лейки,и садовые инструменты. На спинку поломанного стула был наброшен дождевой плащ. В
1,"утра, не раньше и не позднее, появлялся на балконе Александр Рафаилович с",лейкой,". Напевая что-то из Гуно или Верди, он поливал кадки и горшки с"
1,"даже понравилось -- вдруг почувствовал, что стал невидимкой. Вот идет какой-нибудь мальчик с",лейкой,"в руке, слегка касаясь ногой бордюра дорожки, а я прохожу мимо, и"
1,"удочками, в то время как внук его, засучив рукава рубашки, перебирал в",лейке,"серебряную трепещущую рыбу; на этой плотине, по которой столько лет мирно проезжали"
1,На участке около соседского забора садовник поливал из,лейки,цветы. Под курткой его на ремне можно было заметить портативный магнитофон. А
1,"собой, за стеклом, Павла Витальевича и Максима. Павел Витальевич невнимательно поливал из",лейки,"рассаду в деревянных длинных ящиках, а Максим ходил возле него и размахивал"
1,"придумал, как его сделать. Надо иметь одно-два закрытых ведра. Ну, типа",лейки,", только с отрезанным носом. Опять забота: лейку достать, примус достать. Все трое ("
1,"скрашивают долгий праздничный вечер. Лауреаты, одетые в вечерние платья и смокинги, берут",лейки,-лопаты и сажают во дворе дома Пашкова (там проходит церемония) черешневые деревца.
1,"со спокойными движениями появлялась рука, и масло тянулось желтоватой струей из длинной",лейки,в сочленения работающих частей. Антип подымал голову и с тоской глядел на
1,первым делом занялась носом (за ночь он окончательно перестал дышать). Мощную струю,лейки,душа с теплой - но не горячей! - водой направляю то на одну пазуху
1,"кипятком, его наливают в лейку с ситечком и обливают кусты сверху, одной",лейки,достаточно для 4 кустов. Позаботьтесь о семенах овощных культур. Если семена огурцов
1,". Однако выход есть. На помощь придет удобрительный комплекс ""Аквадон"" (его прозвали ""умной",лейкой,"""), в который, кроме органических и минеральных компонентов, включены еще и полимерные гранулы."
1,"на ребенка (одна лопата на двоих), грабель -- 1/4, мотыг -- 1/2,",леек,"-- 1/2, скребков -- 1/8, чистиков -- 1, кошек -- 1/4, совков -- 1/"
1,выдохнул дым. -- А у тебя все они отдохнут. Душой. И полом. Особенно,лейки,. Это же библией у них станет! У тебя вся жопа в помаде
1,"странным: братья общались молча. Через форточку слышно даже, как струйки воды из",лейки,"шуршат по листьям и земле, но больше -- ни звука. Они общались жестами"
2,"? Лейка, мыльница… Медленно текут воды времени, и кто там прыгает то с",лейкой,", то с мыльницей? Это наш фотолюбитель время останавливает, вооружившись подсобными предметами. И"
1,", кустов, на аллеях и клумбах, как муравьи, копошились люди с тачками, мотыгами,",лейками,"... Коврин приехал к Песоцким вечером, в десятом часу. Таню и ее отца,"
1,"корточках за кустом смородины и видел, как доктор взял из рук матери",лейку,-- мать поливала грядки с укропом и морковью. Ирина Николаевна была в темном
1,"на цветы с одними вздохами и поцелуями, возьмите в руки лопату, ножницы,",лейку,", достаньте лестницу. А когда в вашем саду появится гусеница, возьмите парижскую зелень."
1,"Бальзаке от «нашего достопочтенного старца»; он -- вместо статьи подтирал ее слюни, из",лейки,"левкой поливал иль -- возился с хорошеньким «Итиком». «Итик» захаживать стал, -- белокурый"
1,"его не вытащил. Смотрю, Сталин собирается поливать цветы и говорит мне: «Принесите",лейку,"с водой». Я ответил, что садовник Кузин цветы уже полил. Сталин: «Тогда"
1,и новые дела. В 1932 году было сказано в коммуне: -- Будем делать,лейки,"! Это сказал чекист, революционер и рабочий, а не инженер, и не оптик,"
1,"пор выстрелы прекратились . В пьесе сделали изменение , герой не стрелял , а замахивался",лейкой,"и кричал "" убью тебя , негодяя !"" и топал ногами , отчего , по мнению"
1,"не горячей! - водой направляю то на одну пазуху носа, то на другую.",Лейку,"надо то приближать, то отдалять. Получился одновременно гидромассаж гайморовых пазух (чтобы вся"
1,"самым потолком, была еще одна изогнутая трубка с наконечником, как у садовой",лейки,". По обеим сторонам зеркала имелось несколько выдвижных ящичков. Выдвинув ящичек, на котором"
1,"еле слышно лепетать, бормотать... Словом, ничего больше не оставалось, как поставить полную",лейку,"на пол и подумать, стоит ли рассказать об этом Платону Платоновичу или"
1,"стоило бы сначала помыться. Конечно, вдвоем. -- Помнишь, как ты меня поливал из",лейки,"? -- Еще бы, -- тепло выдохнул ей в живот Ивашников. Лидия очень хорошо чувствовала"
1,"дымили они прокопчеными трубками. Сам Петр насадил этот сад, поливая из собственной",лейки,"редкие древеса, медоносные калуферы, мяты; из Соликамска царь выписал сюда кедры, из"
1,"женщина лет пятидесяти, в белой панаме, канареечном купальном костюме и с огромной",лейкой,"в руках. Лейка с необыкновенной легкостью порхала над клубникой, как будто ничего"
1,лейки! - благодарили сентиментальные сельские учителя. В пустой раздевалке стояли шесть новехоньких пластмассовых,леек,". Рядом со школой на грядках и клумбах возились те самые юные старожиловцы,"
1,"уже любилъ и умѣлъ ухаживать за нашимъ садомъ, у меня была маленькая",лейка,", Феликсъ, и маленькая мотыга, и родители мои сидѣли въ тѣни старой черешни,"
1,(пластиковая может покоробиться),лейку,"с частым ситом и несете воду в сад. Пока то да се,"
1,"и тихоньким коварным дождиком, который иногда усиливался и поливал землю, как из",лейки,", потом снова начинал бесшумно брызгать. Никакой надежды на солнце не было. В"
1,полоска горчицы текла из банки на колбаску в булочке. Блестящая вода из,лейки,лилась на букеты цветов у фруктовой лавки. Блестел след слезы на щеке
1,". Каждые два су гвоздем приколачивает к вечности. Вот -- перемыла стаканы, взяла свинцовую",лейку,", налила пинар [дешевое вино] во все бутылки и -- опять -- каменные руки сложила"
1,"опустится до минус пяти-семи градусов, я несколько раз поливаю растения из",лейки,", чтобы они заледенели. Это спасает клюкву от болезней. А весной, когда земля"
1,"клумбы; попадались скамейки, запрятанные в глушь сиреней, брошенные грабли, валявшиеся на боку",лейки,". Наконец мы свернули на главную аллею, примыкавшую к барскому дому. На террасе"
1,"телег. При сухой погоде улицы поливались. В центре -- из шлангов, подальше -- из",леек,"и ведер, так как шланги были дорогие. Из шлангов же производилась поливка"
1,", кое-где приготовлены лунки , а около стены стояли садовые грабли и подле них",лейка,", полная воды . -- Курт , Курт !-- позвал я ."
1,"приходит. Подружилась, по словам мамы, с хозяином, отставным полковником, поливает из маленькой",лейки,"грядки, получила «надел» -- собственную маленькую грядку, с огурцами, кажется... Недели две назад --"
1,полноценного развития куста. Оптимальным можно считать еженедельный полив из расчета 1--2,лейки,под взрослый куст в зависимости от состава почвы и погодных условий. Лучшее
1,"языком. -- Так на второй бригаде сбор, пожалуйста, -- сказал он, уезжая. Мошкин опрокинул",лейку,и ушел в дом. Он шел среди полей и увидел Фросю. С
1,"поливки парников особенно удобно пользоваться маленькою лейкою с мелким ситечком, употребляя большую",лейку,"или ведро для запаса воды. На промышленных огородах, где важна скорость работы,"
1,"вставанием украденные стулья, полотенца и чашки! Справим тризну по утраченным велосипедам и",лейкам,! Сегодня в нашем дембельском альбоме -- страшные итоги минувшей зимы. Список подвергшихся надругательству
1,"это называется джакузи -- видел в кино. Конечно, Лиду он поливал не из",лейки,", и она не тряслась от холода. Она стояла под душем розовая, распаренная,"
1,". Как она стояла в тазу синюшным цыпленком, а он поливал ее из",лейки,". Как свитер ему стирала, замызганный свитер, пахнущий Ивашниковым, и зарывалась в него"
1,"полю. Я несла свою лейку на плече. Поднявшись на гору, мы ставили",лейки,на землю и несколько минут отдыхали. Потом шли дальше. У каждой был
1,"http://www.mirsad.ru/ Горшки, опрыскиватели,",лейки,", шланги, средства защиты растений, удобрения, семена, цветочные грунты, инвентарь, горшечные, луковичные и"
1,"радует душу такими приятными мелочами, как: стационарный душ с регулятором силы струй («",лейка,"», «тропический» и т. п.); многофункциональный ручной душ; гидромассаж спины; турецкая (т."
1,"больше люблю душ. Поэтому у себя поставил не маленький душик, а огромную",лейку,", и когда включаю воду, то ощущаю на себе Ниагарский водопад. Это я"
1,светлыми малюсенькими брызгами. Когда-то «старенький старичок» был садовником и поливал из зеленой,лейки,"нежные розовые левкои. Тогда нужен был он и те цветы, пахнувшие хорошим"
1,можно заменить тачку простыми носилками. 8. Лейки с тонким ситечком. Хорошо иметь,лейки,двух размеров: обыкновенную большую и маленькую для поливки посевов и молодых растений.
1,,лейка,садовая -- 1 тарелок оловянных -- 7 подушка пуховая сопревшая -- 1 кафтан красный изодранный --
1,"! Все мыслимые запчасти для машин, разнообразную технику, китайские полотенца, гамаки, шезлонги, садовые",лейки,"... Стоит выйти в магазин, налетают желающие помыть твоего ""железного коня"". Чаще всего"
1,душ принять... Хотя какой здесь душ. Воду в чайнике греешь -- и в,лейку,"; впрочем, зачем вам душ, вы вроде на море приехали? В самом-то"
1,подвязывая молодые веточки растений. Надобно было полить цветы; Аня тотчас же схватила,лейку,и побежала к реке достать «самой свеженькой водицы». Чтобы полить весь садик
1,с работы в начале седьмого и вместо Тани находила Тому с детской,лейкой,"в руках , всё шушукающуюся со своими горшками . У Томы рабочий день кончался"
1,"Агробаза -- большой участок. В середине -- шалаш, где инструменты, ведра,",лейки,". По южному склону, к речке -- ряды помидоров. По другую сторону шалаша -- огурцы,"
1,", тем старательнее и рьянее он вез ее. К нам подошел Мосеич с",лейкою,"в руке. -- Землю пахать -- самое приятное для бога занятие, -- сказал он."
1,"1 до 7 режимов. Во-первых, можно выбирать разную толщину струй. Во-вторых, взять",лейку,с так называемым аэродушем. Это когда в струе вода смешивается с воздухом.
1,"чуланчике нашлась старая лейка. Аккуратно разостлав на кухонном столе газету, он положил",лейку,", обмакнул кисть, стряхнул обратно лишнюю краску и провел первый мазок. Кисть мягко"
1,"сразу отправилась на кухню, где, по Люськиным словам, должна была стоять специальная",лейка,". Она действительно стояла под раковиной, рядом с мусорным ведром. Я наполнила ее"
1,"-- ну прям та же история... В провинциальном городке в парикмахерской с фикусами,",лейками,"и плойками работает романтичнейшая женщина. Ухажеров раз, два и обчелся -- женатый дядька-"
1,заранее. Медведев лишь кинул под него несколько комьев земли и полил из,лейки,". А В ЭТО ВРЕМЯ «Тем, кто нагнетает страсти, нужно по рукам бить»"
1,"теософских, беатриченских, ясновидящих -- непременно девических! -- шеях: «Такое впечатление, что они ее из",лейки,поливают». А[нтоколь]ский о Н[икодиме]: «Он -- гётеянец. Т. е.
1,"того, к этим лейкам всегда можно купить запасные и переменные ситки. Помимо",леек,"очень полезно иметь брызгалку или спрыску, хотя бы самую дешевую с одним"
1,"девочке на помощь. Маша кричала, как в барабан била кулаком в жестяную",лейку,". Санька пронзительно свистел, улюлюкал, хлестал коров ореховым удилищем, пока оно не превратилось"
1,"меня, -- не подчиняется гражданин, век, говорит, здесь ходили. Женщина остановила работу, держа",лейку,"в наклоне над узеньким ящиком, прибитым вдоль борта терраски, взглянула на меня"
1,его. Расстояние между черенками -- 2 см. После посадки растения осторожно поливают из,лейки,"с мелким распылителем водой с растворенным в ней фунгицидом, например фундазолом. Для"
1,"холодная, родниковая, и это огорчило Шотландскую Розу. «Каким же образом, -- подумала она, --",лейка,"снова наполнилась, не заставив Васю бежать к водопроводному крану?» Вася смутился, хотя"
1,"своих хозяев разбитыми стеклами и окнами нараспашку. Вандалы не брезгуют ничем: грабли,",лейки,", посуда, старые одеяла, ложки и ножи - все идет в воровскую суму. На"
